date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
2015-01-13,Quarter2,sweing,Tuesday,12,0.8,11.61,1063.0,5670,50,0.0,0,0,31.5,0.8002467529999999
2015-01-13,Quarter2,sweing,Tuesday,2,0.8,28.08,723.0,10530,50,0.0,0,0,58.5,0.8
2015-01-13,Quarter2,sweing,Tuesday,3,0.8,42.27,465.0,9900,54,0.0,0,0,55.0,0.705576584
2015-01-13,Quarter2,finishing ,Tuesday,8,0.8,2.9,715.0,1440,0,0.0,0,0,8.0,0.681060606
2015-01-13,Quarter2,finishing ,Tuesday,7,0.8,2.9,715.0,1440,0,0.0,0,0,8.0,0.670075758
2015-01-13,Quarter2,finishing ,Tuesday,11,0.8,4.15,715.0,1440,0,0.0,0,0,8.0,0.601278409
2015-01-13,Quarter2,sweing,Tuesday,11,0.7,27.13,530.0,9540,37,0.0,0,0,53.0,0.582301029
2015-01-13,Quarter2,sweing,Tuesday,5,0.7,20.79,1297.0,10440,0,0.0,0,0,58.0,0.526810345
2015-01-13,Quarter2,sweing,Tuesday,4,0.5,22.4,783.0,10170,23,0.0,0,0,56.5,0.500380799
2015-01-13,Quarter2,sweing,Tuesday,10,0.35,22.4,715.0,10170,23,0.0,0,0,56.5,0.35020649
2015-01-14,Quarter2,finishing ,Wednesday,11,0.8,4.15,1086.0,1980,0,0.0,0,0,7.0,0.934607438
2015-01-14,Quarter2,finishing ,Wednesday,4,0.35,4.3,1086.0,2700,0,0.0,0,0,8.0,0.908080808
2015-01-14,Quarter2,sweing,Wednesday,7,0.8,25.9,1150.0,10170,70,0.0,0,0,56.5,0.900144811
2015-01-14,Quarter2,finishing ,Wednesday,1,0.8,3.94,1086.0,1440,0,0.0,0,0,8.0,0.891723485
2015-01-14,Quarter2,finishing ,Wednesday,5,0.65,4.15,1086.0,1440,0,0.0,0,0,15.0,0.864583333
2015-01-14,Quarter2,finishing ,Wednesday,9,0.8,3.94,1086.0,1440,0,0.0,0,0,8.0,0.8581439390000001
2015-01-14,Quarter2,sweing,Wednesday,9,0.8,26.16,1232.0,10620,75,0.0,0,0,59.0,0.850502311
2015-01-14,Quarter2,sweing,Wednesday,8,0.8,25.9,1218.0,10170,60,0.0,0,0,56.5,0.850136766
2015-01-14,Quarter2,finishing ,Wednesday,7,0.8,2.9,1086.0,1440,0,0.0,0,0,8.0,0.837594697
2015-01-14,Quarter2,finishing ,Wednesday,3,0.8,4.15,1086.0,1440,0,0.0,0,0,7.0,0.8208333329999999
2015-01-14,Quarter2,sweing,Wednesday,12,0.8,11.61,1159.0,2970,50,0.0,0,0,31.5,0.800313433
2015-01-14,Quarter2,sweing,Wednesday,6,0.8,11.61,972.0,5670,38,0.0,0,0,31.5,0.8002467529999999
2015-01-14,Quarter2,sweing,Wednesday,1,0.8,26.16,1092.0,10620,63,0.0,0,0,59.0,0.8001171029999999
2015-01-14,Quarter2,sweing,Wednesday,5,0.7,20.79,965.0,7320,0,0.0,0,0,58.0,0.700095563
2015-01-14,Quarter2,finishing ,Wednesday,8,0.8,2.9,1086.0,1440,0,0.0,0,0,8.0,0.667329545
2015-01-14,Quarter2,sweing,Wednesday,4,0.6,22.4,816.0,5100,23,0.0,0,0,57.0,0.6003696860000001
2015-01-14,Quarter2,sweing,Wednesday,10,0.5,22.4,947.0,3390,23,0.0,0,0,56.5,0.49998033399999997
2015-01-14,Quarter2,sweing,Wednesday,11,0.35,14.61,838.0,7200,23,0.0,0,0,55.0,0.35003125
2015-01-14,Quarter2,finishing ,Wednesday,10,0.8,3.94,1086.0,1260,0,0.0,0,0,8.0,0.332359307
2015-01-14,Quarter2,sweing,Wednesday,2,0.8,51.02,1086.0,4260,27,0.0,0,0,57.0,0.311207464
2015-01-14,Quarter2,finishing ,Wednesday,2,0.8,3.94,1086.0,1260,0,0.0,0,0,8.0,0.247316017
2015-01-15,Quarter3,finishing ,Thursday,4,0.35,4.3,1044.0,3600,0,0.0,0,0,20.0,0.9886363640000001
2015-01-15,Quarter3,finishing ,Thursday,10,0.8,3.94,1044.0,3420,0,0.0,0,0,19.0,0.953110048
2015-01-15,Quarter3,finishing ,Thursday,1,0.8,3.94,1044.0,1440,0,0.0,0,0,8.0,0.8842613640000001
2015-01-15,Quarter3,finishing ,Thursday,5,0.65,4.15,1044.0,1440,0,0.0,0,0,8.0,0.8606534090000001
2015-01-15,Quarter3,finishing ,Thursday,9,0.8,3.94,1044.0,1440,0,0.0,0,0,8.0,0.8581439390000001
2015-01-15,Quarter3,sweing,Thursday,1,0.8,26.16,1160.0,10620,75,0.0,0,0,59.0,0.850502311
2015-01-15,Quarter3,sweing,Thursday,8,0.8,25.9,1177.0,8970,60,0.0,0,0,56.5,0.8504156279999999
2015-01-15,Quarter3,sweing,Thursday,7,0.8,25.9,1281.0,10170,60,0.0,0,0,56.5,0.850136766
2015-01-15,Quarter3,sweing,Thursday,9,0.8,26.16,1369.0,10620,63,0.0,0,0,59.0,0.8001171029999999
2015-01-15,Quarter3,sweing,Thursday,6,0.8,11.61,1084.0,4950,38,0.0,0,0,31.5,0.80003139
2015-01-15,Quarter3,sweing,Thursday,12,0.8,11.61,1216.0,4950,50,0.0,0,0,31.5,0.80003139
2015-01-15,Quarter3,sweing,Thursday,5,0.7,20.79,391.0,10440,0,0.0,0,0,58.0,0.700060345
2015-01-15,Quarter3,finishing ,Thursday,7,0.8,2.9,1044.0,1440,0,0.0,0,0,8.0,0.689299242
2015-01-15,Quarter3,sweing,Thursday,3,0.5,22.52,1102.0,10170,30,0.0,0,0,56.5,0.660683293
2015-01-15,Quarter3,sweing,Thursday,4,0.65,22.52,872.0,10080,26,0.0,0,0,56.0,0.650130952
2015-01-15,Quarter3,finishing ,Thursday,8,0.8,2.9,1044.0,1440,0,0.0,0,0,8.0,0.606912879
2015-01-15,Quarter3,sweing,Thursday,10,0.6,22.52,1076.0,10170,23,0.0,0,0,56.5,0.600291767
2015-01-15,Quarter3,sweing,Thursday,11,0.5,14.89,917.0,9900,30,0.0,0,0,55.0,0.500025069
2015-01-15,Quarter3,sweing,Thursday,2,0.5,22.94,1044.0,9810,23,0.0,0,0,54.5,0.499998888
2015-01-17,Quarter3,finishing ,Saturday,5,0.65,4.15,1052.0,2700,0,0.0,0,0,15.0,0.98719697
2015-01-17,Quarter3,finishing ,Saturday,2,0.8,3.94,1052.0,1800,0,0.0,0,0,10.0,0.9809090909999999
2015-01-17,Quarter3,finishing ,Saturday,10,0.8,3.94,1052.0,1440,0,0.0,0,0,8.0,0.9746212120000001
2015-01-17,Quarter3,finishing ,Saturday,1,0.8,3.94,1052.0,1440,0,0.0,0,0,8.0,0.8842613640000001
2015-01-17,Quarter3,finishing ,Saturday,9,0.8,3.94,1052.0,1800,0,0.0,0,0,10.0,0.82680303
2015-01-17,Quarter3,sweing,Saturday,6,0.8,11.41,1067.0,5490,63,0.0,0,0,30.5,0.8003437659999999
2015-01-17,Quarter3,sweing,Saturday,12,0.8,11.61,1039.0,5670,63,0.0,0,0,31.5,0.8002467529999999
2015-01-17,Quarter3,sweing,Saturday,7,0.8,25.9,1396.0,10170,50,0.0,0,0,56.5,0.800128721
2015-01-17,Quarter3,sweing,Saturday,8,0.8,25.9,1292.0,10170,50,0.0,0,0,56.5,0.800128721
2015-01-17,Quarter3,sweing,Saturday,1,0.8,48.68,171.0,10620,63,0.0,0,0,59.0,0.8001171029999999
2015-01-17,Quarter3,sweing,Saturday,9,0.8,26.16,1128.0,10620,63,0.0,0,0,59.0,0.8001171029999999
2015-01-17,Quarter3,sweing,Saturday,2,0.6,22.94,865.0,6570,23,0.0,0,0,56.5,0.77011398
2015-01-17,Quarter3,sweing,Saturday,4,0.7,22.52,825.0,10170,50,0.0,0,0,56.5,0.7005416999999999
2015-01-17,Quarter3,finishing ,Saturday,8,0.8,2.9,1052.0,1440,0,0.0,0,0,8.0,0.675568182
2015-01-17,Quarter3,finishing ,Saturday,7,0.8,2.9,1052.0,1440,0,0.0,0,0,8.0,0.661837121
2015-01-17,Quarter3,sweing,Saturday,10,0.65,22.52,1163.0,9720,35,0.0,0,0,54.0,0.650198653
2015-01-17,Quarter3,sweing,Saturday,3,0.6,22.52,1140.0,10170,30,0.0,0,0,56.5,0.600291767
2015-01-17,Quarter3,sweing,Saturday,11,0.6,14.89,1027.0,10080,38,0.0,0,0,56.0,0.6002732679999999
2015-01-17,Quarter3,finishing ,Saturday,6,0.8,2.9,1052.0,900,0,0.0,0,0,5.0,0.465757576
2015-01-17,Quarter3,sweing,Saturday,5,0.7,41.19,1052.0,10440,21,0.0,0,0,58.0,0.452012539
2015-01-17,Quarter3,finishing ,Saturday,11,0.8,4.15,1052.0,1260,0,0.0,0,0,7.0,0.313852814
2015-01-18,Quarter3,finishing ,Sunday,5,0.6,4.15,1381.0,1440,0,0.0,0,0,8.0,0.8527935609999999
2015-01-18,Quarter3,finishing ,Sunday,11,0.65,4.15,1381.0,2160,0,0.0,0,0,12.0,0.8383838379999999
2015-01-18,Quarter3,finishing ,Sunday,6,0.8,2.9,1381.0,1800,0,0.0,0,0,10.0,0.804848485
2015-01-18,Quarter3,sweing,Sunday,6,0.8,11.41,1140.0,5490,63,0.0,0,0,30.5,0.8003437659999999
2015-01-18,Quarter3,sweing,Sunday,7,0.8,48.84,624.0,10170,50,0.0,0,0,56.5,0.800128721
2015-01-18,Quarter3,sweing,Sunday,8,0.8,25.9,1288.0,10170,38,0.0,0,0,56.5,0.800128721
2015-01-18,Quarter3,sweing,Sunday,9,0.8,26.16,1381.0,3660,50,0.0,0,0,59.0,0.8000150090000001
2015-01-18,Quarter3,sweing,Sunday,4,0.7,22.52,882.0,10170,50,0.0,0,0,56.5,0.7005416999999999
2015-01-18,Quarter3,sweing,Sunday,10,0.7,22.52,1002.0,10080,40,0.0,0,0,56.0,0.7000941559999999
2015-01-18,Quarter3,finishing ,Sunday,7,0.8,2.9,1381.0,1440,0,0.0,0,0,8.0,0.692045455
2015-01-18,Quarter3,sweing,Sunday,12,0.8,26.87,585.0,5670,56,0.0,0,0,31.5,0.662255892
2015-01-18,Quarter3,sweing,Sunday,3,0.65,22.52,1138.0,10170,35,0.0,0,0,56.5,0.650416734
2015-01-18,Quarter3,sweing,Sunday,11,0.65,14.89,1140.0,10260,44,0.0,0,0,57.0,0.650299575
2015-01-18,Quarter3,sweing,Sunday,2,0.65,22.94,1025.0,10170,26,0.0,0,0,56.5,0.6502434970000001
2015-01-18,Quarter3,finishing ,Sunday,8,0.8,2.9,1381.0,1440,0,0.0,0,0,8.0,0.639867424
2015-01-18,Quarter3,sweing,Sunday,5,0.6,20.4,1031.0,10440,30,0.0,0,0,58.0,0.6000626960000001
2015-01-18,Quarter3,finishing ,Sunday,9,0.8,3.94,1381.0,1800,0,0.0,0,0,10.0,0.582045455
2015-01-18,Quarter3,sweing,Sunday,1,0.8,49.1,1381.0,10350,24,0.0,0,0,57.5,0.403242161
2015-01-18,Quarter3,finishing ,Sunday,10,0.7,3.94,1381.0,1440,0,0.0,0,0,8.0,0.235795455
2015-01-19,Quarter3,finishing ,Monday,4,0.7,4.3,1111.0,5040,0,0.0,0,0,28.0,0.977272727
2015-01-19,Quarter3,finishing ,Monday,9,0.8,3.94,1111.0,1800,0,0.0,0,0,10.0,0.964106061
2015-01-19,Quarter3,finishing ,Monday,5,0.65,4.15,1111.0,1440,0,0.0,0,0,8.0,0.958901515
2015-01-19,Quarter3,sweing,Monday,6,0.8,11.41,1028.0,4380,50,0.0,0,0,31.0,0.800358775
2015-01-19,Quarter3,sweing,Monday,8,0.8,25.9,1380.0,3630,50,0.0,0,0,56.5,0.800162602
2015-01-19,Quarter3,sweing,Monday,9,0.8,26.16,1196.0,10620,63,0.0,0,0,59.0,0.8001171029999999
2015-01-19,Quarter3,finishing ,Monday,12,0.8,2.9,1111.0,1440,0,0.0,0,0,8.0,0.793844697
2015-01-19,Quarter3,sweing,Monday,2,0.7,22.94,1006.0,10170,38,0.0,0,0,56.5,0.750517565
2015-01-19,Quarter3,sweing,Monday,4,0.7,22.52,930.0,10260,63,0.0,0,0,57.0,0.750068049
2015-01-19,Quarter3,sweing,Monday,3,0.7,22.52,1095.0,10170,50,0.0,0,0,56.5,0.750062751
2015-01-19,Quarter3,sweing,Monday,10,0.7,22.52,938.0,10080,63,0.0,0,0,56.0,0.750057359
2015-01-19,Quarter3,sweing,Monday,11,0.7,14.89,1484.0,10260,50,0.0,0,0,57.0,0.700170388
2015-01-19,Quarter3,finishing ,Monday,8,0.8,2.9,1111.0,1440,0,0.0,0,0,8.0,0.683806818
2015-01-19,Quarter3,sweing,Monday,5,0.65,20.4,1255.0,8280,35,0.0,0,0,58.0,0.650066445
2015-01-19,Quarter3,sweing,Monday,7,0.8,48.84,1040.0,10260,30,0.0,0,0,57.0,0.576460393
2015-01-19,Quarter3,sweing,Monday,1,0.5,22.94,1492.0,10170,30,0.0,0,0,56.5,0.549969429
2015-01-19,Quarter3,finishing ,Monday,10,0.7,3.94,1111.0,1440,0,0.0,0,0,8.0,0.538399621
2015-01-19,Quarter3,finishing ,Monday,11,0.7,4.15,1111.0,1440,0,0.0,0,0,8.0,0.409545455
2015-01-19,Quarter3,sweing,Monday,12,0.35,15.26,1111.0,6120,23,0.0,0,0,34.0,0.35021836
2015-01-20,Quarter3,finishing ,Tuesday,5,0.7,4.15,1450.0,1440,0,0.0,0,0,8.0,1.033570076
2015-01-20,Quarter3,sweing,Tuesday,6,0.8,11.41,1047.0,5580,63,0.0,0,0,31.0,0.8002614859999999
2015-01-20,Quarter3,sweing,Tuesday,8,0.8,25.9,1434.0,10170,50,0.0,0,0,56.5,0.800128721
2015-01-20,Quarter3,sweing,Tuesday,9,0.8,26.16,399.0,10620,63,0.0,0,0,59.0,0.8001171029999999
2015-01-20,Quarter3,sweing,Tuesday,4,0.7,22.52,983.0,10260,63,0.0,0,0,57.0,0.750068049
2015-01-20,Quarter3,sweing,Tuesday,10,0.7,22.52,1108.0,10080,63,0.0,0,0,56.0,0.750057359
2015-01-20,Quarter3,sweing,Tuesday,3,0.7,22.52,1134.0,8460,50,0.0,0,0,57.0,0.750037968
2015-01-20,Quarter3,sweing,Tuesday,2,0.7,22.94,1363.0,10260,50,0.0,0,0,57.0,0.7500318979999999
2015-01-20,Quarter3,finishing ,Tuesday,9,0.8,3.94,1450.0,1800,0,0.0,0,0,10.0,0.72830303
2015-01-20,Quarter3,sweing,Tuesday,11,0.7,14.89,1501.0,10260,50,0.0,0,0,57.0,0.700170388
2015-01-20,Quarter3,sweing,Tuesday,5,0.7,20.4,1352.0,10260,50,0.0,0,0,57.0,0.7000637959999999
2015-01-20,Quarter3,finishing ,Tuesday,8,0.8,2.9,1450.0,1440,0,0.0,0,0,8.0,0.639867424
2015-01-20,Quarter3,sweing,Tuesday,12,0.5,15.26,1352.0,3720,23,0.0,0,0,34.0,0.5002904189999999
2015-01-20,Quarter3,sweing,Tuesday,7,0.35,22.94,1450.0,10080,30,0.0,0,0,56.0,0.40033279200000005
2015-01-20,Quarter3,finishing ,Tuesday,11,0.7,4.15,1450.0,2700,0,0.0,0,0,15.0,0.36266666700000005
2015-01-21,Quarter3,finishing ,Wednesday,4,0.75,4.3,1720.0,6000,0,0.0,0,0,20.0,0.978525641
2015-01-21,Quarter3,finishing ,Wednesday,2,0.7,3.94,1720.0,5100,0,0.0,0,0,17.0,0.912202112
2015-01-21,Quarter3,sweing,Wednesday,4,0.75,22.52,825.0,10080,94,0.0,0,0,56.0,0.9005562770000001
2015-01-21,Quarter3,sweing,Wednesday,6,0.8,11.61,916.0,5760,75,0.0,0,0,89.0,0.850410511
2015-01-21,Quarter3,finishing ,Wednesday,9,0.8,3.94,1720.0,2400,0,0.0,0,0,8.0,0.827147436
2015-01-21,Quarter3,sweing,Wednesday,8,0.8,25.9,562.0,7470,38,0.0,0,0,56.5,0.800436542
2015-01-21,Quarter3,sweing,Wednesday,2,0.7,22.94,1422.0,10500,60,0.0,0,0,57.0,0.800415742
2015-01-21,Quarter3,sweing,Wednesday,10,0.7,22.52,1206.0,10080,75,0.0,0,0,56.0,0.800020563
2015-01-21,Quarter3,finishing ,Wednesday,5,0.7,4.15,1720.0,2400,0,0.0,0,0,8.0,0.758173077
2015-01-21,Quarter3,sweing,Wednesday,5,0.7,20.4,1404.0,10440,50,0.0,0,0,58.0,0.750344828
2015-01-21,Quarter3,sweing,Wednesday,3,0.7,22.52,1139.0,10260,63,0.0,0,0,57.0,0.750068049
2015-01-21,Quarter3,sweing,Wednesday,11,0.7,14.89,1735.0,10260,50,0.0,0,0,57.0,0.700170388
2015-01-21,Quarter3,sweing,Wednesday,1,0.65,22.94,1595.0,10260,34,0.0,0,0,57.0,0.700029771
2015-01-21,Quarter3,sweing,Wednesday,12,0.6,15.26,1245.0,6360,23,0.0,0,0,34.0,0.60017284
2015-01-21,Quarter3,finishing ,Wednesday,8,0.8,2.9,1720.0,2400,0,0.0,0,0,8.0,0.594871795
2015-01-21,Quarter3,sweing,Wednesday,9,0.8,54.56,757.0,4140,29,0.0,0,0,58.0,0.520237649
2015-01-21,Quarter3,finishing ,Wednesday,1,0.65,3.94,1720.0,2400,0,0.0,0,0,8.0,0.505128205
2015-01-21,Quarter3,sweing,Wednesday,7,0.5,22.52,1720.0,10080,23,0.0,0,0,56.0,0.500241342
2015-01-21,Quarter3,finishing ,Wednesday,11,0.7,4.15,1720.0,2700,0,0.0,0,0,9.0,0.470769231
2015-01-22,Quarter4,finishing ,Thursday,7,0.6,3.94,970.0,6000,0,0.0,0,0,10.0,0.957638889
2015-01-22,Quarter4,finishing ,Thursday,10,0.75,3.94,970.0,8400,0,0.0,0,0,14.0,0.9407010579999999
2015-01-22,Quarter4,sweing,Thursday,4,0.75,22.52,759.0,10080,81,0.0,0,0,56.0,0.8499837659999999
2015-01-22,Quarter4,sweing,Thursday,2,0.7,22.94,1510.0,10620,60,0.0,0,0,57.0,0.8003027909999999
2015-01-22,Quarter4,sweing,Thursday,6,0.8,11.61,955.0,6360,63,0.0,0,0,32.0,0.8001919890000001
2015-01-22,Quarter4,sweing,Thursday,10,0.75,22.52,1328.0,10080,55,0.0,0,0,56.0,0.800020563
2015-01-22,Quarter4,sweing,Thursday,1,0.7,22.94,1384.0,12180,63,0.0,0,0,57.0,0.750162367
2015-01-22,Quarter4,sweing,Thursday,3,0.7,22.52,1244.0,10260,63,0.0,0,0,57.0,0.750068049
2015-01-22,Quarter4,finishing ,Thursday,5,0.7,4.15,970.0,9000,0,0.0,0,0,15.0,0.742901235
2015-01-22,Quarter4,sweing,Thursday,5,0.7,20.4,1480.0,10440,40,0.0,0,0,58.0,0.7002507840000001
2015-01-22,Quarter4,sweing,Thursday,11,0.7,14.89,1863.0,10260,50,0.0,0,0,57.0,0.700170388
2015-01-22,Quarter4,finishing ,Thursday,4,0.75,4.3,970.0,9000,0,0.0,0,0,15.0,0.670216049
2015-01-22,Quarter4,finishing ,Thursday,1,0.7,3.94,970.0,15000,0,0.0,0,0,25.0,0.649662222
2015-01-22,Quarter4,finishing ,Thursday,2,0.7,3.94,970.0,15000,0,0.0,0,0,25.0,0.649662222
2015-01-22,Quarter4,finishing ,Thursday,6,0.8,2.9,970.0,4800,0,0.0,0,0,8.0,0.626822917
2015-01-22,Quarter4,sweing,Thursday,12,0.6,15.26,1492.0,6960,23,0.0,0,0,34.0,0.600436426
2015-01-22,Quarter4,sweing,Thursday,7,0.6,22.52,1859.0,10260,23,0.0,0,0,57.0,0.60041361
2015-01-22,Quarter4,sweing,Thursday,8,0.8,40.99,980.0,10770,30,0.0,0,0,56.5,0.555500132
2015-01-22,Quarter4,sweing,Thursday,9,0.5,29.12,970.0,10440,30,0.0,0,0,58.0,0.500547544
2015-01-22,Quarter4,finishing ,Thursday,3,0.7,3.94,970.0,12000,0,0.0,0,0,20.0,0.460578704
2015-01-22,Quarter4,finishing ,Thursday,8,0.8,2.9,970.0,4800,0,0.0,0,0,8.0,0.39774305600000004
2015-01-22,Quarter4,finishing ,Thursday,12,0.6,4.08,970.0,5400,0,0.0,0,0,9.0,0.327407407
2015-01-24,Quarter4,finishing ,Saturday,5,0.7,4.15,1448.0,2700,0,0.0,0,0,15.0,0.966666667
2015-01-24,Quarter4,finishing ,Saturday,10,0.75,3.94,1448.0,1800,0,0.0,0,0,10.0,0.937242424
2015-01-24,Quarter4,finishing ,Saturday,8,0.8,2.9,1448.0,1620,0,0.0,0,0,9.0,0.910521886
2015-01-24,Quarter4,sweing,Saturday,2,0.75,22.94,1606.0,10260,94,0.0,0,0,57.0,0.90064806
2015-01-24,Quarter4,sweing,Saturday,4,0.75,22.52,727.0,10260,94,0.0,0,0,57.0,0.9003211059999999
2015-01-24,Quarter4,finishing ,Saturday,11,0.75,4.15,1448.0,1800,0,0.0,0,0,10.0,0.8960227270000001
2015-01-24,Quarter4,finishing ,Saturday,3,0.75,3.94,1448.0,1440,0,0.0,0,0,8.0,0.895454545
2015-01-24,Quarter4,finishing ,Saturday,7,0.65,3.94,1448.0,2160,0,0.0,0,0,12.0,0.8705808079999999
2015-01-24,Quarter4,finishing ,Saturday,12,0.7,4.08,1448.0,1620,0,0.0,0,0,9.0,0.8585858590000001
2015-01-24,Quarter4,sweing,Saturday,1,0.7,22.94,1472.0,10260,75,0.0,0,0,57.0,0.800643806
2015-01-24,Quarter4,sweing,Saturday,10,0.75,22.52,1332.0,10080,69,0.0,0,0,56.0,0.80062987
2015-01-24,Quarter4,sweing,Saturday,6,0.8,11.61,1009.0,5640,63,0.0,0,0,32.0,0.800537143
2015-01-24,Quarter4,sweing,Saturday,3,0.75,22.52,1266.0,10260,69,0.0,0,0,57.0,0.80035194
2015-01-24,Quarter4,sweing,Saturday,12,0.75,15.26,1316.0,6120,40,0.0,0,0,34.0,0.750079323
2015-01-24,Quarter4,sweing,Saturday,11,0.75,42.97,1282.0,10260,56,0.0,0,0,57.0,0.7500412009999999
2015-01-24,Quarter4,sweing,Saturday,5,0.7,20.4,1382.0,10440,50,0.0,0,0,58.0,0.7002507840000001
2015-01-24,Quarter4,finishing ,Saturday,4,0.75,4.3,1448.0,2160,0,0.0,0,0,12.0,0.651515152
2015-01-24,Quarter4,sweing,Saturday,7,0.65,22.52,1295.0,10170,26,0.0,0,0,56.5,0.650416734
2015-01-24,Quarter4,sweing,Saturday,9,0.6,29.12,925.0,6660,23,0.0,0,0,58.0,0.600125217
2015-01-24,Quarter4,finishing ,Saturday,2,0.75,3.94,1448.0,1440,0,0.0,0,0,8.0,0.578314394
2015-01-24,Quarter4,finishing ,Saturday,1,0.7,3.94,1448.0,1440,0,0.0,0,0,8.0,0.578314394
2015-01-24,Quarter4,sweing,Saturday,8,0.35,15.09,1448.0,9360,23,0.0,0,0,52.0,0.34998951
2015-01-24,Quarter4,finishing ,Saturday,9,0.6,3.94,1448.0,1440,0,0.0,0,0,8.0,0.261174242
2015-01-25,Quarter4,finishing ,Sunday,5,0.7,4.15,1557.0,3060,0,0.0,0,0,17.0,0.9737967909999999
2015-01-25,Quarter4,finishing ,Sunday,2,0.75,3.94,1557.0,1440,0,0.0,0,0,8.0,0.970075758
2015-01-25,Quarter4,finishing ,Sunday,1,0.7,3.94,1557.0,1440,0,0.0,0,0,8.0,0.970075758
2015-01-25,Quarter4,finishing ,Sunday,3,0.75,3.94,1557.0,1620,0,0.0,0,0,9.0,0.961784512
2015-01-25,Quarter4,finishing ,Sunday,10,0.75,3.94,1557.0,3420,0,0.0,0,0,19.0,0.955151515
2015-01-25,Quarter4,finishing ,Sunday,4,0.75,4.3,1557.0,2160,0,0.0,0,0,12.0,0.952020202
2015-01-25,Quarter4,sweing,Sunday,4,0.75,22.52,867.0,10260,94,0.0,0,0,57.0,0.9003211059999999
2015-01-25,Quarter4,sweing,Sunday,2,0.75,22.94,1636.0,10530,81,0.0,0,0,58.5,0.850223776
2015-01-25,Quarter4,sweing,Sunday,1,0.7,22.94,1682.0,10530,75,0.0,0,0,58.5,0.8009096090000001
2015-01-25,Quarter4,sweing,Sunday,3,0.75,22.52,1495.0,10350,55,0.0,0,0,57.5,0.800513307
2015-01-25,Quarter4,sweing,Sunday,6,0.8,11.61,1181.0,5760,63,0.0,0,0,32.0,0.8003863640000001
2015-01-25,Quarter4,sweing,Sunday,10,0.75,22.52,1413.0,10080,69,0.0,0,0,56.0,0.800020563
2015-01-25,Quarter4,finishing ,Sunday,7,0.65,3.94,1557.0,2520,0,0.0,0,0,14.0,0.749188312
2015-01-25,Quarter4,sweing,Sunday,7,0.7,22.52,360.0,10170,40,0.0,0,0,56.5,0.7005416999999999
2015-01-25,Quarter4,sweing,Sunday,12,0.7,15.26,1296.0,6120,40,0.0,0,0,34.0,0.70043672
2015-01-25,Quarter4,sweing,Sunday,5,0.7,20.4,1217.0,10440,50,0.0,0,0,58.0,0.7002507840000001
2015-01-25,Quarter4,sweing,Sunday,9,0.65,29.12,1086.0,10440,26,0.0,0,0,58.0,0.650407524
2015-01-25,Quarter4,finishing ,Sunday,12,0.7,4.08,1557.0,1620,0,0.0,0,0,9.0,0.6181818179999999
2015-01-25,Quarter4,sweing,Sunday,11,0.75,42.97,532.0,10260,40,0.0,0,0,57.0,0.59114168
2015-01-25,Quarter4,sweing,Sunday,8,0.5,15.09,1557.0,720,23,0.0,0,0,52.0,0.500061916
2015-01-25,Quarter4,finishing ,Sunday,8,0.8,2.9,1557.0,720,0,0.0,0,0,4.0,0.329545455
2015-01-26,Quarter4,finishing ,Monday,3,0.75,3.94,749.0,1800,0,0.0,0,0,10.0,1.059621212
2015-01-26,Quarter4,finishing ,Monday,10,0.75,3.94,749.0,3780,0,0.0,0,0,21.0,0.997792208
2015-01-26,Quarter4,finishing ,Monday,4,0.75,4.3,749.0,2160,0,0.0,0,0,12.0,0.963699495
2015-01-26,Quarter4,finishing ,Monday,5,0.7,4.15,749.0,2700,0,0.0,0,0,15.0,0.9591919190000001
2015-01-26,Quarter4,finishing ,Monday,2,0.75,3.94,749.0,1800,0,0.0,0,0,10.0,0.9103787879999999
2015-01-26,Quarter4,finishing ,Monday,1,0.7,3.94,749.0,1800,0,0.0,0,0,10.0,0.9103787879999999
2015-01-26,Quarter4,sweing,Monday,4,0.8,22.52,1016.0,10170,60,0.0,0,0,56.5,0.850312684
2015-01-26,Quarter4,sweing,Monday,6,0.8,11.61,1072.0,5760,50,0.0,0,0,32.0,0.8003863640000001
2015-01-26,Quarter4,sweing,Monday,3,0.75,22.52,1584.0,10260,69,0.0,0,0,57.0,0.80035194
2015-01-26,Quarter4,sweing,Monday,2,0.75,22.94,1764.0,10260,55,0.0,0,0,57.0,0.800034024
2015-01-26,Quarter4,sweing,Monday,1,0.7,22.94,1745.0,10440,60,0.0,0,0,58.0,0.8000235109999999
2015-01-26,Quarter4,sweing,Monday,10,0.75,22.52,1250.0,10080,55,0.0,0,0,56.0,0.800020563
2015-01-26,Quarter4,finishing ,Monday,12,0.7,4.08,749.0,1620,0,0.0,0,0,9.0,0.769292929
2015-01-26,Quarter4,sweing,Monday,5,0.75,20.4,1118.0,10320,56,0.0,0,0,58.0,0.750031447
2015-01-26,Quarter4,sweing,Monday,9,0.7,29.12,1143.0,10440,40,0.0,0,0,58.0,0.70061442
2015-01-26,Quarter4,sweing,Monday,12,0.7,15.26,1337.0,6120,40,0.0,0,0,34.0,0.70043672
2015-01-26,Quarter4,finishing ,Monday,7,0.65,3.94,749.0,1440,0,0.0,0,0,8.0,0.646306818
2015-01-26,Quarter4,sweing,Monday,8,0.6,15.09,1519.0,360,23,0.0,0,0,52.0,0.600143365
2015-01-26,Quarter4,sweing,Monday,11,0.35,28.08,749.0,10260,23,0.0,0,0,57.0,0.350066986
